date,age,aliq_at,aliq_mat,ami_126d,at_be,at_gr1,at_me,at_turnover,be_gr1a,be_me,beta_60m,beta_dimson_21d,betabab_1260d,betadown_252d,bev_mev,bidaskhl_21d,capex_abn,capx_gr1,capx_gr2,capx_gr3,cash_at,chcsho_12m,coa_gr1a,col_gr1a,cop_at,cop_atl1,corr_1260d,coskew_21d,cowc_gr1a,dbnetis_at,debt_gr3,debt_me,dgp_dsale,div12m_me,dolvol_126d,dolvol_var_126d,dsale_dinv,dsale_drec,dsale_dsga,earnings_variability,ebit_bev,ebit_sale,ebitda_mev,emp_gr1,eq_dur,eqnetis_at,eqnpo_12m,eqnpo_me,eqpo_me,f_score,fcf_me,fnl_gr1a,gp_at,gp_atl1,inv_gr1,inv_gr1a,iskew_capm_21d,iskew_ff3_21d,iskew_hxz4_21d,ival_me,ivol_capm_21d,ivol_capm_252d,ivol_ff3_21d,ivol_hxz4_21d,kz_index,lnoa_gr1a,lti_gr1a,market_equity,mispricing_mgmt,mispricing_perf,ncoa_gr1a,ncol_gr1a,netdebt_me,netis_at,nfna_gr1a,ni_ar1,ni_be,ni_inc8q,ni_ivol,ni_me,niq_at,niq_at_chg1,niq_be,niq_be_chg1,niq_su,nncoa_gr1a,noa_at,noa_gr1a,o_score,oaccruals_at,oaccruals_ni,ocf_at,ocf_at_chg1,ocf_me,ocfq_saleq_std,op_at,op_atl1,ope_be,ope_bel1,opex_at,pi_nix,ppeinv_gr1a,prc,prc_highprc_252d,qmj,qmj_growth,qmj_prof,qmj_safety,rd5_at,rd_me,rd_sale,resff3_12_1,resff3_6_1,ret_12_1,ret_12_7,ret_1_0,ret_3_1,ret_60_12,ret_6_1,ret_9_1,rmax1_21d,rmax5_21d,rmax5_rvol_21d,rskew_21d,rvol_21d,sale_bev,sale_emp_gr1,sale_gr1,sale_gr3,sale_me,saleq_gr1,saleq_su,seas_11_15an,seas_11_15na,seas_16_20an,seas_16_20na,seas_1_1an,seas_1_1na,seas_2_5an,seas_2_5na,seas_6_10an,seas_6_10na,sti_gr1a,taccruals_at,taccruals_ni,tangibility,tax_gr1a,turnover_126d,turnover_var_126d,z_score,zero_trades_126d,zero_trades_21d,zero_trades_252d
30-6-1960,0.010500674,0.001061183,-0.010694948,0.003888441,0.00764425,-0.000921834,0.010191933,-0.018233657,-0.002006806,0.011273226,0.028273408,0.021327401,0.032811385,0.030941977,0.007040115,-0.008577221,-0.004933149,-0.001088008,-0.007164702,0.000510211,0.025025315,0.010638589,0.010524754,0.005463092,0.010571931,0.013962383,0.0243813,0.003890557,0.012046305,-0.006538723,0.016888436,0.017196278,0.025479616,0.01081481,0.003304121,-0.008580479,0.005906486,0.004665079,-0.014985981,0.003451588,0.006046272,0.002370221,0.011571592,0.008893705,0.00955076,,0.011752053,,,0.012089954,0.00222715,-0.004937905,-0.003556566,-0.003846181,0.018205839,0.01785965,0.004156637,0.002786587,,0.021755094,0.019586886,0.015592908,0.018314477,,-0.011511038,-0.007075181,0.007438311,-0.006456037,0.012033417,0.015460583,-0.002565407,-0.004178534,-0.014363021,,-0.009824443,-0.005904162,0.004632115,,-0.042741372,0.011287404,,,,,,0.001928464,0.014567766,0.010886225,0.017233354,0.007745988,0.014575371,0.015138034,-0.009587136,0.022319685,,0.000212032,0.00446281,-0.012840159,-0.010098157,-0.003831575,-0.008980349,0.011826068,-0.004588632,0.016111478,0.013819273,0.016016875,0.004546559,0.019560158,-0.023526541,-0.027720124,-0.022868298,0.004448396,0.004163518,0.018676373,0.017470233,0.012631832,0.02387892,-0.002541309,0.015458566,0.016806952,0.019167793,0.025963795,0.016527413,0.006313326,0.0193818,-0.000873633,-0.011459224,0.01761903,-0.001074762,-0.016194206,,,0.022866775,0.00647115,0.003581149,0.019522074,-0.003351478,0.01062196,-0.021686409,-5.74E-05,0.005000942,0.024717014,,0.005314296,0.012523209,0.023335385,-0.008355097,0.025426669,-0.007798062,,0.021927408,0.024232548,0.023048411
31-7-1960,-0.009434348,0.002146654,-0.032859627,0.015383383,0.005410671,0.016646614,0.042038096,-0.01390267,0.031265117,0.035993411,0.035972803,-0.001152184,0.031207422,0.039277481,0.031369013,-0.003307322,-0.00209996,0.008291219,0.008105399,8.36E-05,-0.004778689,0.006822406,0.016222308,0.01023988,-0.01124275,-0.013531111,0.021169097,0.005242059,0.002979617,-0.005513505,-0.007328914,0.023389547,-0.006848715,0.044171523,0.024124629,-0.002566965,-0.000604991,0.003186712,0.000310376,-0.020660011,-0.008214245,-0.01270906,0.031742228,0.02053091,0.040878608,,0.032278636,,,-0.004408176,0.010090741,-0.002954011,-0.007919794,-0.010203604,0.019632753,0.012245172,0.005444361,0.002172945,,0.030735232,0.02302907,0.027774922,0.023844545,,-0.005969649,0.00883237,-0.001574006,0.002068438,0.020978025,-0.01030006,0.008717131,0.004273005,-0.019360967,,-0.005146597,0.008409519,-0.008031097,,-0.016059198,0.03368208,,,,,,0.014264139,0.004385293,0.011209074,0.004915748,0.011654884,0.007616256,0.008252129,-0.004237341,0.037580028,,-0.012240845,-0.016283601,-0.028039056,-0.033139748,0.004975275,-0.002956513,0.014450686,0.021740278,-0.004553438,-0.004922626,-0.007554352,-0.012225621,0.011545832,-0.03964714,-0.000606612,-0.05546525,-0.006391913,-0.002566355,-0.011978341,-0.006399544,0.011881221,-0.013122988,0.020295152,-0.005364639,-0.012928268,0.02128868,0.021573465,0.000442085,0.005606627,0.023543016,0.004868326,-0.011666188,0.017114235,0.007086081,0.005705304,,,0.006823576,-0.019693625,0.009027522,0.011405384,-0.004320615,-0.017888411,-0.011015964,0.022543497,0.00082916,0.024248761,,0.013433346,0.011652786,-0.002066516,-0.019880098,0.01771185,-0.006298662,,0.025845017,0.022792146,0.024004985
31-8-1960,0.005279397,0.008639568,-0.015355721,0.009055411,-0.003206817,0.010294251,0.011745625,-0.001966261,0.017772808,0.011802819,0.015671114,0.008705731,0.01854018,0.010202853,0.009858551,-0.006195547,-0.003676512,-0.004812793,0.001666256,-0.003601636,-0.013144725,0.010044901,0.015494694,0.006138695,-0.006504797,-0.008985031,0.027016106,0.003422689,0.013195539,0.005826772,0.006909011,0.006184019,-0.002239401,0.002511036,0.008327466,-0.012587406,0.009902852,0.000996952,-0.008349536,-0.003105953,-0.013326149,-0.013347089,-0.002741449,0.017503901,0.009605983,,0.011735463,,,-0.008838703,-0.00406771,0.009725838,-0.000278057,-0.002445848,0.014801827,0.008038532,0.000918471,0.007968588,,-0.005292591,0.011005303,0.002544692,0.006660783,,0.002500311,0.009357607,-0.009615895,0.006943465,0.015265412,0.009179447,0.006018343,0.008956251,-0.012712104,,0.008815397,0.016538028,-0.011423988,,-0.013749024,-0.000843964,,,,,,0.005905075,-0.00133154,0.011330549,-0.01183661,0.01174079,0.002000668,0.003620168,0.007318633,0.012535216,,-0.007736394,-0.006311533,-0.015569306,-0.011970409,0.008851872,0.001525463,0.014958155,0.003334179,0.02295264,-0.000699961,-0.003682981,-0.000658655,0.005557073,-0.024687267,-0.006240897,-0.042001007,0.007200382,0.012742235,0.008159724,-0.010695277,-0.007638011,0.001961476,0.008940083,0.012228732,0.017603389,0.010836289,0.009506721,0.008765898,0.010169119,0.012209702,0.003678537,-0.006145006,0.015659374,-0.002205969,3.88E-05,,,-0.005260828,0.000414504,-0.001514794,-0.003838634,-0.004596009,0.01567763,0.006234531,0.012717637,0.0191362,0.013680291,,0.007919228,-0.000379643,-0.003432698,-0.009936509,0.004396518,-0.009630475,,0.003825747,0.004236105,0.00597066
30-9-1960,0.003854906,0.012165514,-0.013580233,0.010258817,0.00954594,0.009743072,0.016151378,-0.025521599,0.008588966,0.019472067,0.02810595,0.004888595,0.032307346,0.045044711,0.014378932,-0.00170518,-0.010091871,0.000876982,-0.005216417,-0.004314259,0.005250987,-0.005698943,0.017717292,0.008912464,-0.006585033,-0.004900112,0.02067299,-0.006453838,0.009076579,-0.00312768,-0.007728954,0.01413995,0.001497655,0.018200876,0.019905865,0.00488247,-0.001820934,0.00044327,0.001206693,-0.002096418,-0.007360389,0.004206949,0.014553993,0.014102985,0.01786049,,0.014066982,,,-0.00696808,0.002900569,-0.003511368,-0.005906714,-0.006877398,0.01619165,0.021093606,-0.002842948,-0.003322433,,0.018217938,0.013042328,0.026825913,0.015209835,,-0.005018749,-0.011077369,0.004588965,-0.006537841,0.011116686,0.003566577,-0.006096544,0.002965843,-0.005542717,,-0.004794001,0.011934819,-0.003991313,,-0.008184245,0.011083804,,,,,,-1.30E-06,-0.004872296,0.006533139,0.005712966,0.005878248,0.002454759,-0.000755012,0.000647712,0.015976972,,-0.002181314,-0.002886701,-0.009862568,-0.013961506,-0.020458106,-0.008199146,0.007637231,0.008375791,0.010777727,-0.000192473,-0.01143355,-0.000265611,0.017939305,-0.037343392,-0.023170391,-0.04059106,-0.003107453,0.010009096,-0.00206261,-0.007006615,-0.00668952,0.021828405,0.012143007,0.006838963,0.005119246,0.004438673,0.011935257,-0.012832611,-0.004059028,0.020528366,-0.023572615,0.00186677,0.016211085,0.005996739,-0.009357143,,,-0.010163463,-0.009648532,-0.012058572,0.002852096,0.00493154,-0.003547684,0.00162405,0.016209875,0.005440881,0.009828393,,0.007035448,0.006493977,0.007636603,-0.014102672,0.029966872,0.002150472,,0.032931586,0.025966157,0.029003828
31-10-1960,-0.013392742,0.017975175,0.01005921,-0.007419183,0.014302839,0.018862197,-0.011194084,-0.002776681,0.018770984,-0.004713703,0.014716077,0.010795707,0.016723297,0.03574275,-0.01519508,-0.029614349,0.004909897,0.015634366,0.0169358,0.017583286,-0.001132305,0.014115906,0.027126745,0.026414421,0.013343878,0.011368506,-0.004439219,0.006429766,0.00385674,0.010085787,0.015508905,-0.009063294,0.005919016,0.013392593,0.000694236,0.003717831,0.005057325,0.010322885,0.0019439,0.01819251,0.002011983,0.008658433,-0.001595263,0.016716698,-0.009253021,,0.020402589,,,0.009352022,0.003969532,0.00787,-0.000233011,-0.006355322,0.022443867,0.019949587,0.006669223,0.004611043,,-0.016426967,0.024546015,0.039712785,0.02369145,,-0.00575065,-0.001640882,-0.011642817,-0.024750387,0.014936525,0.013540167,0.008598409,-0.006216416,0.005441502,,0.008497375,0.004975479,0.005369025,,-0.010480019,-0.001784275,,,,,,0.008287181,-0.001194291,0.017133367,0.01560811,0.016695664,0.013794976,-0.001854783,0.001056007,1.25E-05,,0.001450765,-0.002937345,-0.007446225,-0.011074005,-0.005912924,0.002281526,0.02307678,-0.01869671,0.032390059,0.010417292,-0.007983361,0.008706656,0.018886587,0.004288416,-0.031131461,-0.016362539,0.022762079,0.020181326,0.008707754,-0.012060465,-0.013024692,0.035346018,0.011698027,0.015697087,0.014496514,0.033277307,0.033590742,0.00553472,0.012057784,0.040071428,-0.003385213,-0.013504754,0.021849688,0.018381113,-0.010746562,,,0.001188893,-0.014977818,-0.010515417,0.013037497,-0.017790309,0.014468167,0.008949605,0.018917836,0.000325385,0.002534153,,0.010216113,0.011987135,0.00703269,-0.008875511,0.044513964,0.000897537,,0.040203077,0.039297437,0.032243644
30-11-1960,0.002497108,-0.025834104,0.011375154,-0.018373113,-0.002677973,-0.027051233,-0.019260572,0.024545216,-0.031369822,-0.035389776,-0.004965676,-0.017852599,-0.005891665,-0.021957814,-0.027929467,0.000638421,-0.006579023,-0.012806336,-0.012995883,-0.003933426,0.006303754,0.005656434,-0.005789849,-0.009025797,0.000638411,0.001360454,0.000941908,-0.006952908,-0.00765931,-0.010347873,-0.005721889,-0.016954936,0.01681841,-0.029963098,-0.01780328,-0.001830605,-0.006234232,-0.002573288,-0.000214998,0.023544758,0.014924253,0.007808326,-0.026975698,-0.010833587,-0.029125835,,-0.017457131,,,0.005317554,-0.006543277,-0.006785995,0.027858137,0.029226582,-0.010336211,-0.00766391,0.005649844,0.007909689,,-0.017540303,-0.012423266,-0.027748712,-0.011400516,,-0.013973533,-0.024469921,0.011701084,-0.013042556,-0.018157117,0.01889054,-0.017883122,0.000629037,0.017412561,,-0.011705889,-0.014735824,0.039225462,,0.000406028,-0.011959612,,,,,,-0.020673376,0.002654367,-0.026541082,-0.005327524,-0.022429035,-0.007578043,-0.0133209,-0.014185686,-0.025014052,,0.010393184,0.018499992,0.022491636,0.021993635,0.004639412,0.014244278,-0.016762622,-0.011637786,0.009431855,0.009557869,0.004883881,0.015792374,-0.002855258,0.001615449,-0.008933078,-0.028683112,0.012108736,0.013294587,0.027936703,0.015895294,0.006090672,0.001461778,-0.019557421,0.021412456,0.025229523,-0.010200384,-0.010281926,0.012731075,0.000185701,-0.013415717,0.011200121,-0.024069057,-0.002156569,-0.018361698,-0.00618324,,,0.022829498,0.004871958,0.017167511,-0.001573302,0.020380697,0.024037465,0.024334588,-0.016086956,0.006366621,-0.001576419,,-0.014310037,-0.006174567,-0.008969288,0.013662705,-0.018085672,-0.001799191,,-0.026885445,-0.020933104,-0.024360122
31-12-1960,0.009072943,0.010152403,0.011111615,-0.014695273,-0.019064926,-0.001710942,0.003133066,-0.024334827,-0.000387958,0.005415663,-0.003670616,-6.25E-05,0.000337833,-0.008773341,0.005003898,-0.004416088,-0.006257957,0.007340604,-0.004292129,-0.005322679,-0.006118453,-0.013421483,0.004737574,0.008849189,-0.013879245,-0.010285292,-0.001922089,0.001627537,0.005626408,-0.01363173,-0.008737647,0.017744642,-0.014635036,-0.01280076,-0.014683077,0.010915319,0.006629138,0.003441078,-0.02055571,-0.002107108,-0.011482734,0.01138789,-0.014916896,-0.001308523,0.000421611,,-0.014342301,,,-0.004461542,-0.014366436,-0.014139838,-0.009544413,-0.009203688,-0.000891049,0.007664044,0.008877333,0.010190185,,0.005077554,0.010307095,0.004632709,0.008037352,,0.016751104,-0.011758923,-0.003991202,-0.015371179,-0.010112948,-0.002194568,-0.012310856,-0.024490733,-0.02320497,,-0.011992595,0.000307807,-0.010003901,,-0.016221135,-0.007879283,,,,,,-0.005865367,-0.015456891,-0.004313625,-0.020020702,-0.007495984,-0.005027659,-0.005847352,0.004030673,0.001665413,,-0.00300656,0.002956415,0.00061207,-0.002124446,-0.026718842,-0.007049922,-0.004050288,-0.008194912,-0.000746497,-0.017344022,0.002846284,-0.007172281,-0.011314142,0.031519085,0.006179306,0.024623654,0.006419841,-0.00567779,0.007175552,0.007450206,0.014937424,-0.000417421,-0.009686465,0.001590017,0.003985711,0.011827856,0.010535971,0.014212131,0.005445131,0.006689978,-0.0204178,-0.00782085,-0.000225103,-0.02306381,-0.01655728,,,-0.009739716,0.020993464,-0.011904784,-0.000571319,0.011309496,0.00163084,0.017315512,-0.00645858,0.001703495,-0.011620979,,-0.000218174,-0.006601511,-0.006604015,-0.014733574,0.001242813,0.011286806,,-0.001352992,-0.002226917,-0.003578766
31-1-1961,-0.01267197,0.014525285,-0.042151272,0.018778868,0.019742458,0.020136103,0.036884033,0.002051491,0.022720233,0.061580757,-0.017285056,-0.021839217,-0.016178907,0.012425663,0.05603668,0.015707308,0.012736902,0.007984506,0.017760442,0.007316012,-0.014681757,0.037596092,0.006446499,0.014449415,-0.008397869,-0.009474625,-0.016312277,-0.002652883,-0.001284453,0.010303699,0.009006775,0.00160116,-0.016823786,0.039584234,0.015889711,-0.008977584,-0.007797321,-0.010137302,-0.003234668,-0.010123196,-0.026418664,-0.02203589,0.056583733,0.006809598,0.058852449,,0.033510649,,,-0.017837238,-0.003727951,0.016721392,-0.009678802,-0.013300298,0.007640649,0.001172152,-0.000829363,-0.010771009,,0.050967562,-0.008796819,-0.00687627,-0.006950649,,0.006671387,0.020482119,-0.005969147,0.033777396,0.019311227,-0.032895174,0.015492222,0.009360315,0.006356467,,0.012610683,0.018406332,-0.027513581,,0.016750577,0.050432774,,,,,,0.014897845,-0.008346965,-0.001517385,0.007527262,-0.002858719,-0.005809555,-0.00996433,-0.010251604,0.00848572,,-0.0126391,-0.017652687,-0.027161359,-0.028686222,0.003387674,-0.007038889,0.008047778,0.030507577,-0.029511342,-0.005070203,-0.013754364,-0.008970567,-0.007151661,-0.049256005,0.023945558,-0.040589872,-0.007158462,0.009287175,-0.035943538,-0.047833836,0.023709834,-0.008540267,0.035485508,-0.001578334,-0.025962888,-0.01162789,-0.008072868,0.006411471,-0.011535788,-0.012182691,-0.006382174,-0.001249857,0.006605129,0.022015204,0.03260836,,,-0.012999497,-0.018183853,0.000590034,-0.007768662,0.00572178,-0.04822405,0.014630505,0.034439269,0.013407713,0.008015903,,-0.005556893,-0.005127922,0.009013834,-0.018714686,-0.017862559,-0.012016592,,-0.009194639,-0.023127011,-0.011822274
28-2-1961,0.007727324,-0.015004522,-0.006148561,0.017735655,-0.02918894,-0.017778292,0.006953155,0.004776982,-0.005244868,-0.006096983,-4.82E-05,0.006187202,-0.010931199,-0.028552613,-0.003337338,0.011563485,-0.00653755,-0.029217358,-0.017802184,-0.00947891,-0.014311957,-0.006279307,-0.028893591,-0.027994306,-0.012365796,-0.015776338,0.011063153,-0.001766426,-0.013913543,-0.010498458,-0.024939484,0.008100218,-0.00613415,-0.007531854,0.008045488,-0.008797424,0.016366148,0.009742351,0.025800392,0.008703393,0.001399979,0.004848248,-0.002800905,-0.039246284,-0.006481693,,-0.007409269,,,-0.006135427,-0.00072707,-0.014350406,-0.006138521,-0.001392285,-0.012914658,-0.020336817,-0.003990284,0.003615748,,-0.003758612,-0.027622409,-0.031767805,-0.025145907,,0.007779958,-0.029773327,-0.007554716,0.026856628,-0.015916461,-0.009205507,-0.015561357,-0.003543066,-0.007257395,,-0.006394529,-0.015697739,0.006472045,,0.003249281,0.006976963,,,,,,-0.008013713,-0.008893302,-0.021055212,-0.041343978,-0.017080832,-0.017556027,-0.014562564,-0.003405783,-0.000366909,,-0.001028325,0.004106093,0.011745244,0.008533473,-0.004934636,0.013120484,-0.012797554,0.01617474,-0.014360325,-0.006170329,0.006817912,0.000829834,-0.017326089,0.048546682,0.063620182,0.033930864,-0.003756994,-0.000267361,0.006087056,0.008648939,0.017715804,0.019788402,-0.015534788,0.001589576,0.004296796,-0.02473069,-0.02297179,0.014652513,-0.003953002,-0.030759839,0.003227144,0.001691167,-0.020413094,-0.015557859,0.004035634,,,-0.008418308,0.013799895,0.006729144,-0.012413861,0.005325583,-0.003445895,0.016350549,-0.014113241,0.008755852,0.016937011,,-0.011269415,-0.018571094,-0.025929112,0.025419199,-0.035495319,-0.007545472,,-0.023688046,-0.040235574,-0.014618722
31-3-1961,0.018849405,-0.021697589,-0.02263488,0.017575538,-0.020657436,-0.003373255,0.010558814,0.028975251,-0.007051,0.00408065,-0.000364816,0.001732643,0.001957493,-0.019866474,0.005302491,0.02656735,0.003150353,0.006458088,-0.000378423,0.007489021,0.013596622,0.002222734,-0.005935859,-0.003557859,-0.002326743,0.000806644,0.0186837,0.000898834,-0.004402518,0.007352649,0.008444963,-0.002000816,0.016689559,-0.024709979,0.006106776,-0.034067235,-0.003963179,0.00816067,-0.014903596,-0.002744285,0.009090923,-0.023797948,0.000879475,0.00118388,0.00693573,,-0.014522769,,,0.012064507,0.004509324,0.008081885,0.008140265,0.007782828,0.007947588,0.002263397,-0.004255133,-0.008237942,,0.002308187,-0.033434622,-0.043373658,-0.030818819,,-0.009859175,0.020703927,0.018679125,0.031706593,0.001057274,0.01123637,0.007598876,-0.013046881,0.010382757,,0.00636295,0.009752004,-0.003028847,,-0.001648206,-8.53E-05,,,,,,0.007704885,0.023729363,0.00779058,-0.011839416,0.006646939,0.008464404,-0.003879675,0.006656108,-0.003624212,,-0.003907591,-0.001907487,-0.008267529,-0.004458232,0.039554091,0.012107364,0.018998941,0.012969412,-0.012628866,0.008403225,0.015721275,0.003442771,0.002230756,-0.003691538,0.034670723,-0.025462867,0.005772002,0.008793645,0.022694227,0.014720407,0.004170828,0.013324492,-0.018807498,0.01568801,0.013636582,-0.023970344,-0.022885146,0.007929061,-0.005919948,-0.038442162,0.024823465,-0.001331109,0.001756731,-0.009838493,0.027107823,,,0.005273552,0.013669329,0.020668988,-0.018955638,-0.001580181,0.013834078,0.013821037,-0.012099061,0.000333027,0.028370562,,0.013333588,0.003696465,-0.021743086,0.013536583,-0.036629015,-0.03231965,,-0.008550825,-0.033056733,-0.008302355
30-4-1961,0.019486504,0.015248729,-0.01381297,0.01232601,-0.006381966,0.016691236,0.014976326,-0.022041974,0.01639456,0.010252926,0.020306134,0.007975947,0.026157372,0.008822992,0.005326807,-0.005054718,-0.006681374,0.017828432,0.000844705,-0.016117987,-0.013152342,-0.001266406,0.018024595,0.020810185,5.70E-05,-0.006739704,0.020669481,-0.00036672,0.00636615,-0.006703403,-0.004352207,0.0180253,-0.016259932,-0.000180935,0.01229296,0.003663408,0.017060705,-0.000870255,-0.013314565,-0.00623915,-0.014256796,-0.012923915,0.000197702,0.020235762,0.01210118,,-0.001276597,,,-0.000471572,-0.006020141,-0.003535922,-0.012637125,-0.012752054,0.027230505,0.026806453,0.012011377,0.006498263,,0.005637162,0.005221806,0.001826194,0.00745279,,0.005348914,-0.001611185,0.001447292,0.016546809,0.015059545,0.029787945,0.015059846,0.004478334,-0.02332349,,-0.003192832,0.007124311,-0.007723947,,-0.027289049,-0.004613826,,,,,,0.013325804,-0.009082029,0.014425269,-0.008614024,0.009222963,0.008999127,0.001955018,0.001351786,0.010576314,,-0.008932547,-0.013992325,-0.020248749,-0.017481152,0.001532886,-0.009045025,0.02476278,-0.00099263,0.013106039,-0.011585768,0.007176766,-0.011512281,0.001923622,-0.007090404,-0.004423807,-0.021874206,0.033902711,0.021626018,0.038244143,0.030448872,0.015553198,0.005774519,-0.00156689,0.015515241,0.02943682,0.016791462,0.013026614,0.015859196,0.001186384,0.009050216,-0.008693618,-0.006400004,0.027541065,-0.004927126,-0.008300965,,,0.007077332,0.000289061,-0.007125668,0.003574614,0.02360595,0.021627681,-0.002816301,0.004351329,-0.015139143,0.002339879,,-0.001125257,-0.001126428,-0.006589832,-0.020916467,0.000648031,0.003518532,,0.007009705,0.002137677,0.008680137
31-5-1961,-0.006545997,0.010748678,-0.00549462,0.012377857,-0.010345277,0.009824009,0.007168554,0.017389079,0.001571646,0.02176725,-0.031779217,-0.004247505,-0.02676956,-0.000642865,0.018514591,0.014047609,-0.027462713,-0.02101198,-0.02849775,-0.00888034,-0.010247678,0.001691377,0.01510531,0.02769102,-0.002812188,-0.004489846,-0.020124223,-0.000852698,-0.004201942,0.015830058,0.009631742,0.000465707,-0.010394606,0.013692376,0.005805745,0.003779233,-0.013648943,-0.03242445,-0.006140018,0.010077931,-0.006549873,-0.004415957,0.012829799,0.01811076,0.022885673,,0.010992997,,,-0.001456253,0.001528023,0.016094698,0.001037812,-0.004487769,-0.001753517,-0.001030128,0.013353235,0.005408587,,0.02564706,0.013002057,0.012068383,0.015514302,,0.003492815,-0.012635696,-0.016306888,0.006874532,-0.002138382,-0.024489537,-0.003900334,0.017113638,-0.004255858,,0.012275737,-0.019215695,-0.002428603,,0.028442028,0.01984779,,,,,,-0.005894126,-0.00082225,-0.006237675,-0.00833635,-0.006362796,-0.014880191,-0.004974644,7.85E-05,-0.009401958,,-0.011988473,-0.014342393,0.004252118,0.008422739,0.003418041,0.008349597,-0.006170396,0.018279333,-0.028453162,-0.012244352,-0.021412958,0.001796869,-0.017117716,-0.00969467,0.029577795,-0.019238784,-0.018448916,-0.013429395,-0.018485507,-0.029129784,0.037179888,-0.010438641,0.017324796,-0.003571226,-0.016275348,0.013187352,0.015786808,0.020780637,-0.003321344,0.010514071,-0.002969771,-0.007725819,0.013063898,0.001349574,0.031191485,,,-0.010070965,-0.023654362,0.000152313,-0.007523698,-0.007317831,-0.029117263,0.003995732,0.016157883,0.000656699,-0.011573384,,-0.004374636,-0.013310134,-0.005074466,-0.018735098,0.002000667,0.000398442,,0.002672098,0.006009397,-0.004109652
30-6-1961,-0.007170312,-0.009168541,0.001867731,-0.009826084,0.009173848,0.005294694,-0.000985891,0.003632093,0.00167261,-0.007844712,0.024443276,0.008198323,0.023951194,0.021700014,-0.011279696,-0.013783435,-0.00673524,-0.008580408,0.000987457,-6.04E-06,0.011417901,0.010351575,0.007401818,0.005234044,0.0237894,0.01894495,0.007251496,-0.003136607,0.013402651,-0.001091641,0.01806213,-0.004193292,0.017668427,0.016734096,0.004432308,0.009977455,0.002468526,0.015366658,-0.000923327,0.002876764,0.020150919,0.005364692,0.004679512,-0.007592104,-0.002255924,,0.010444277,,,0.008265029,0.008939992,0.000918261,0.019189934,0.013998742,0.026657664,0.015509122,0.003964532,0.008419785,,0.00727775,0.029916369,0.03252839,0.028655566,,-0.019301403,0.009118401,0.008503403,-0.023945599,0.01356195,0.016461699,0.011074832,0.004355894,0.007707602,,0.003763704,-0.003486391,0.019413985,,-0.022017921,0.006153078,,,,,,0.011914512,0.015175432,0.012358234,0.027987329,0.012972967,0.015166862,0.012499432,-0.011058497,0.012137466,,0.019282318,0.012252624,0.008735813,0.006298479,0.010140974,0.010252986,0.020782484,-0.011852776,-0.000577453,0.039616181,0.030308718,0.009449125,0.032166091,0.024497567,0.011648609,0.025250122,0.010036752,0.005636186,0.009957015,0.028930458,0.022396316,-0.001298658,-0.010819925,-0.012524203,0.005938478,0.032306169,0.028989898,0.017278638,0.006811243,0.030906932,0.014866879,-0.008191782,0.00964678,0.005037476,-0.001179989,,,0.01249615,0.001374559,-0.008050816,0.011976345,0.016188404,-0.003088318,-0.010579996,-0.013646505,0.003288974,0.014021806,,0.003920415,0.010753869,0.006755489,0.001948471,0.033935869,0.006029316,,0.030204459,0.036329886,0.015207838
31-7-1961,-0.015757575,0.002107711,0.002563682,-0.012103692,-0.005789704,0.004274309,0.007070162,0.011758685,0.007216639,0.003552515,0.013726926,0.004390829,0.011116133,0.009471164,0.002875254,-0.008519888,-0.007761419,-0.001192975,-0.00077028,0.002030137,-0.001486745,-0.019371623,0.003008665,0.007074349,0.004237455,0.002576914,0.011406123,0.003966762,0.003179544,-0.014732123,0.002869673,0.007437477,0.012244302,0.014855831,-0.008238318,0.014073273,0.024683267,-0.001254226,0.003906712,-0.005788622,0.00174621,-0.019630499,0.016975312,0.002504493,0.001659968,,0.009829882,,,-0.0034451,-0.012444573,-0.01609593,0.00384133,0.003848329,0.019738863,0.00906185,0.007172351,0.002939493,,0.003295041,0.016694124,0.02076003,0.017452275,,0.001520057,0.003145432,0.001962228,-0.019417577,0.005905785,0.001982358,-0.000629901,0.000293843,-0.002866701,,-0.015015637,0.009438126,0.004279111,,-0.003342917,0.00726835,,,,,,0.002713027,0.015994846,0.005873439,0.005626534,0.005887164,0.001715151,-0.004698858,-0.008801167,0.002628867,,0.004814819,0.00215177,0.008830207,0.013735434,0.011970158,0.007195873,0.002792168,-0.00922129,-2.92E-05,-0.008760029,-0.004745652,-0.004309478,0.007430777,0.023357686,0.021315766,0.000258613,0.00637465,-0.001835152,-0.004468392,0.002802979,0.007410532,-0.009598176,-0.003138164,-0.006181592,-0.010070853,0.015422719,0.019350414,0.004216421,0.002557735,0.017539766,0.013574082,0.008969746,0.001569866,0.015973931,0.017604575,,,0.000787488,-0.000408492,-0.010346032,0.014554623,0.005399605,-0.010753122,-0.003780395,-0.002263217,0.00809614,0.005283558,,0.005869179,0.014989703,0.00110796,0.0013228,0.014789486,0.013956978,,0.012715993,0.010583625,-0.001402191
