,SMALL LoINV,ME1 INV2,ME1 INV3,ME1 INV4,SMALL HiINV,ME2 INV1,ME2 INV2,ME2 INV3,ME2 INV4,ME2 INV5,ME3 INV1,ME3 INV2,ME3 INV3,ME3 INV4,ME3 INV5,ME4 INV1,ME4 INV2,ME4 INV3,ME4 INV4,ME4 INV5,BIG LoINV,ME5 INV2,ME5 INV3,ME5 INV4,BIG HiINV
196307,0.2217,-1.9977,-0.0859,0.0898,0.4733,-1.5411,-1.2325,0.0698,0.2808,0.2589,-2.1703,-1.9536,-1.9277,-0.7056,-1.9627,-0.3658,-1.1053,-1.2538,-1.6293,-1.5107,-1.18,-0.0311,0.9348,0.3086,1.3879
196308,4.5367,1.9844,2.3096,2.2577,2.9372,5.8203,5.0458,3.3426,5.2819,5.6641,6.3678,3.9633,3.2738,4.0061,8.1484,5.8252,5.8894,3.977,5.8853,7.0433,6.3558,5.2045,5.383,4.5708,6.753
196309,-0.8673,-0.4042,-1.7032,0.4938,-1.7319,0.0875,-2.6598,-4.1569,-2.408,-2.7418,-3.748,-1.0705,1.5179,-2.1528,-2.6395,-3.6256,-0.8141,-2.2232,-3.4064,-1.8811,-0.7594,-0.9661,-2.9453,0.0842,-0.6868
196310,0.9509,-0.8369,0.2493,2.3211,-1.6295,4.2486,4.7004,1.0751,3.3033,1.6222,2.1777,1.7974,1.4811,1.8282,2.4103,5.4764,0.1643,1.3309,1.1382,1.0184,2.1563,0.9488,0.4053,4.2569,10.563
196311,-2.8286,2.1427,-3.6465,-2.8587,-2.9757,0.0434,-2.0686,0.4388,-0.7462,-2.5657,-0.1605,-2.568,-0.467,-2.4891,-2.8741,-0.9074,-0.7053,-0.9785,0.9647,0.3783,0.9004,-1.1543,-1.0493,0.9907,-4.9794
196312,-1.654,0.6106,0.04,-1.3729,-2.019,-0.8289,0.0148,0.1288,-0.0189,0.6409,2.1747,-0.8824,1.9816,2.5914,1.1003,1.4751,1.9213,0.9367,2.2191,-1.3501,2.3812,3.894,2.621,2.2698,1.7137
196401,5.7406,4.665,4.7215,3.6879,2.4093,2.9656,1.2813,2.7076,2.3327,0.7505,4.0173,1.5502,3.2004,2.4872,-0.0824,5.3414,2.8192,-0.8131,1.0577,-0.0208,3.2398,1.1874,2.4749,4.5734,0.1012
196402,2.3884,-0.2582,2.5124,2.1342,2.0406,0.7873,2.5912,4.1428,3.5666,3.0192,3.4347,3.6032,2.1944,1.9683,0.14,3.7165,2.3831,2.6595,3.3857,2.1839,2.4198,1.8329,1.802,1.0645,1.8647
196403,4.7,3.6761,2.248,2.1573,1.2052,6.736,4.5723,3.0429,3.5815,2.9429,8.0559,1.9265,4.8265,2.2914,2.4584,6.6405,2.8115,3.6937,3.7919,1.4369,3.1465,3.4693,0.9192,0.7286,0.71
196404,0.0475,-2.4933,0.912,2.1512,-1.7796,0.3059,-1.544,-0.8874,-0.3675,-0.4881,-1.9137,1.6362,-1.6815,-0.7621,-2.372,-4.2077,-0.7255,3.8208,-0.4351,-0.9328,-2.2023,0.7487,0.8598,0.2612,4.7408
196405,1.9053,1.217,-1.1511,-0.4916,-0.4804,4.097,1.4449,2.6698,0.043,1.6054,2.6466,1.6783,-0.8209,-0.9501,-0.3978,2.6057,1.8047,1.6499,2.5799,0.9781,1.0107,1.1363,1.145,1.3141,3.7897
196406,1.6057,0.9888,2.4781,1.9696,0.681,1.6221,2.1521,1.7986,0.6298,1.9543,2.1158,3.2959,1.5196,0.6347,2.6716,0.0253,0.6318,2.327,2.9602,0.5673,-0.1175,2.1833,1.401,2.3712,1.0209
196407,3.5889,4.1272,2.4249,2.2758,2.9011,1.915,3.9398,3.9806,2.6383,1.2687,2.0311,1.1393,3.3958,3.8266,2.2428,2.3035,3.4268,2.0458,0.6642,1.1734,2.8246,2.8321,2.1569,1.1326,0.749
196408,-1.7507,0.6506,-1.1397,0.3042,0.4316,-2.7452,-0.5403,0.0831,-1.088,-1.6273,-2.2642,0.3427,0.4973,-0.8061,-0.6318,0.682,0.2674,0.3284,0.8769,-1.5761,-0.9727,-0.3093,-1.1526,-2.7166,-0.5055
196409,2.8225,4.0051,3.7914,5.4017,4.6747,6.3409,1.3383,1.9844,1.4947,3.6639,4.2793,1.4727,2.9248,2.5458,1.7864,3.9841,3.1942,2.8022,4.3957,4.4748,3.1807,3.9144,2.1554,2.6114,5.2948
196410,3.528,1.5503,3.3028,1.7685,0.9035,-0.7383,2.0325,2.0028,2.4338,0.5428,2.0779,2.5359,1.2356,4.3994,1.7034,1.9547,1.5022,1.2583,2.3163,1.6891,0.5646,0.6388,0.8559,-0.002,0.8381
196411,0.086,1.2797,-2.1198,0.1383,-0.5644,-0.6026,-3.4947,0.1481,1.3157,-0.3153,0,0.0684,0.3205,2.2214,0.4379,1.1979,-0.8427,1.9683,0.2075,0.1447,1.6153,-0.2081,0.033,1.1136,0.66
196412,-3.2774,-1.1906,-1.1304,-0.1694,-1.2913,-2.0512,0.3456,1.6879,1.196,0.1783,-0.5245,-1.4356,-0.3258,-0.6488,-0.1177,-1.457,-0.1464,0.3271,0.1362,0.1227,0.5813,-1.7182,1.8642,-0.548,1.1957
196501,7.6088,6.1064,8.9446,5.2277,8.1436,5.8321,9.5573,4.7441,6.8179,5.4399,6.1588,4.8986,5.1934,6.7944,5.67,7.0257,4.6999,5.0917,4.6751,6.6292,4.1152,4.3277,1.5598,5.335,4.9943
196502,2.6176,3.2059,2.1248,3.1937,4.0463,3.4985,3.9174,2.6318,3.3102,3.8896,6.6199,3.7256,3.0413,3.3003,4.3663,1.8901,3.0947,4.8479,1.8553,2.7002,-0.1521,1.1955,-0.7275,0.3024,2.9221
196503,3.4025,2.1028,2.1161,3.5198,0.5366,-0.0535,2.7353,-1.2165,2.0658,0.4868,-0.5773,0.5825,0.1364,1.2821,-0.7519,1.0215,-0.7019,-1.0048,1.082,-1.2504,-1.9004,-1.0558,-1.5588,-0.5242,-2.853
196504,2.4677,4.4824,5.4122,5.3411,6.9941,4.5614,3.9163,3.1377,5.2769,4.4014,2.8851,4.4424,3.9035,3.675,4.5489,4.7434,3.0878,3.0028,4.8173,4.1161,1.9101,1.8584,3.5697,3.2437,6.4793
196505,-0.1221,-0.5959,-1.5252,-2.0083,0.6311,-0.2549,0.514,-1.3223,1.6003,1.2607,1.5157,-1.2095,0.979,-1.6306,-1.0531,-1.3554,-1.0571,-0.8479,0.5863,0.3588,1.4517,-0.1673,-0.4608,-0.0823,-0.5372
196506,-10.1576,-9.7809,-7.363,-9.8046,-10.4375,-9.428,-9.3076,-6.729,-9.9451,-10.1407,-10.1179,-8.4666,-6.7771,-8.4592,-8.9882,-7.9837,-7.0094,-6.8388,-7.992,-7.6566,-5.1584,-4.2655,-3.5881,-4.5557,-5.7895
196507,1.5714,3.7804,1.7089,4.6932,3.3107,4.0764,3.0092,1.2602,3.1817,2.238,6.8155,3.5815,1.3042,3.2828,2.9268,2.4469,3.1757,3.2521,2.8878,3.9218,0.9983,1.0399,2.1937,0.3877,2.8352
196508,3.8951,2.4563,5.1283,3.3202,5.0315,5.7956,5.4522,5.2004,5.4667,5.3382,9.1048,7.2519,2.5369,6.8681,6.5729,3.696,2.6942,3.9557,6.5825,5.0566,2.1768,1.5371,2.8196,2.4669,4.9854
196509,3.7928,2.5232,2.1231,5.7998,2.8388,3.7688,5.1432,4.4175,4.0115,2.5842,3.5791,4.3235,2.6147,4.2406,4.6788,3.0584,1.3866,3.4764,2.8432,5.879,4.8325,4.2071,3.1361,2.0184,2.8824
196510,9.2141,5.2053,6.3231,7.9707,8.5588,7.6397,4.0834,5.389,3.3522,7.5729,3.7724,4.5915,7.5145,6.7168,5.5638,3.8867,1.3965,3.8103,4.3481,5.2652,2.8769,3.4561,1.7607,1.1652,3.2948
196511,7.9129,3.3704,4.9959,6.1648,8.4877,6.1373,3.7263,2.8328,4.9051,5.7246,8.5061,7.4319,0.6159,2.9036,5.1062,1.3841,1.0308,3.9008,4.5695,5.3875,-0.2211,-2.0962,0.1676,-1.481,2.6362
196512,3.583,4.378,3.3748,4.6207,6.9008,4.6904,7.0296,7.1317,1.665,3.6051,0.1103,1.8409,1.8632,4.8537,4.3771,2.3263,3.6321,2.7921,1.1129,1.5521,0.3483,0.9619,0.4566,1.046,0.3537
196601,8.6949,6.1426,11.6758,5.2144,6.7614,7.0441,5.7839,4.7869,7.1138,5.5924,2.6605,5.2893,3.2158,4.7067,4.4992,2.5406,1.4358,2.1393,3.8011,4.4964,2.4132,-1.2673,0.7071,-0.4142,1.5442
196602,6.9762,2.3844,2.2831,4.8368,7.1603,4.15,0.1207,3.3972,3.4474,0.3686,3.0407,1.7905,0.1614,2.8048,3.5834,-1.4691,-0.1419,1.2494,-1.553,3.0954,-2.976,-3.3389,-2.3186,-1.2341,2.3812
196603,0.2792,-2.6932,-1.2349,-3.4639,0.0028,-1.2035,-4.3646,-0.8737,-1.3732,-5.2936,-3.2955,1.0926,-3.8471,-2.2248,-4.6075,-0.4945,-2.347,-2.8062,-0.0622,-1.3825,-3.2063,-2.2939,-2.795,-2.2444,-0.0293
196604,6.6708,5.189,5.9291,8.7192,6.738,5.8768,10.6299,3.912,5.5484,4.3058,4.8061,4.5208,4.4438,3.2694,5.4731,1.699,2.0344,3.6514,5.3686,4.7922,1.2287,0.3779,1.4215,2.2634,5.0515
196605,-12.7319,-10.5291,-10.1692,-11.7446,-12.295,-12.1932,-9.3706,-9.8118,-9.9059,-7.2068,-9.5568,-9.2761,-8.883,-7.36,-8.8334,-6.6038,-5.5504,-7.1068,-6.4498,-6.3104,-4.8402,-5.296,-4.465,-3.7245,-3.5995
196606,-0.2127,-0.426,0.252,2.7388,-0.0175,1.6141,1.2099,-0.3255,1.2192,-1.4156,-0.3316,4.4779,-0.8651,2.1593,-1.8254,2.4401,0.7881,-0.6721,0.3046,1.4237,-1.71,-1.5012,-2.5717,-1.0691,-1.2562
196607,-2.7332,-0.1096,-2.2058,-1.2072,-1.4867,-1.3371,-3.6506,-0.1981,-1.3997,-3.4965,-0.7598,-1.3094,-1.1556,-1.6279,-0.7716,-0.9094,-0.8145,-2.5117,0.2493,-4.3432,-0.1734,-0.2298,-0.5297,-1.7987,-3.1398
196608,-11.3174,-9.5424,-10.8695,-10.5616,-11.1759,-11.0258,-11.1107,-7.6009,-9.7347,-11.5772,-7.0826,-7.4385,-8.4253,-8.8407,-12.1016,-8.4361,-7.9391,-7.7944,-8.0955,-9.4418,-6.7458,-6.2462,-7.4185,-6.5884,-9.7662
196609,-0.6943,-2.3059,-0.9936,-1.7224,-2.4566,-1.4326,-1.3779,-2.3908,-1.4727,-0.8605,-1.4438,-1.6257,-1.2307,-2.1173,-3.4721,1.4057,-0.4546,-1.1686,-1.7449,-3.599,0.2364,1.2111,0.997,-1.9755,-2.6702
196610,-5.2626,-1.2769,-2.4142,-3.5696,-5.7503,-0.4008,-1.1375,-0.202,-1.4592,-3.3866,-0.5274,3.8031,3.8399,2.5131,0.7794,5.1914,4.8732,2.7545,1.4181,-2.5298,6.0862,8.9874,5.7897,2.0011,3.8894
196611,3.8826,2.935,1.8646,5.8535,5.5258,2.0231,2.3794,2.4074,2.317,7.2596,4.5751,2.0095,2.4381,5.3188,7.9244,-0.2849,0.6099,1.7171,5.3668,11.3838,-0.5811,-1.8463,0.1324,2.6074,8.2798
196612,-0.0436,1.8987,2.0842,2.394,2.6253,2.6496,1.2303,-0.0669,0.7243,3.0729,1.7268,0.078,4.0836,1.4221,4.6811,2.5866,2.9407,2.3282,2.9825,2.0043,2.0207,0.3879,-0.0117,-0.2432,-2.4083
196701,19.9064,16.1447,17.8158,20.7816,20.0338,17.9861,16.5831,15.583,17.591,20.6131,11.308,14.2541,11.9549,13.5174,18.2396,10.5531,7.0429,10.4272,8.2985,14.265,6.7949,4.8657,6.3377,9.5465,7.5123
196702,6.9264,2.3568,5.145,3.8697,7.2885,3.1759,1.7177,6.9078,1.1548,1.3203,0.7544,2.5246,3.6538,-1.6047,0.0159,-1.0259,0.4505,-1.3243,2.0837,3.5145,-0.2611,-0.8411,-0.3478,2.5585,2.7509
196703,5.0563,8.1513,6.3397,7.0917,7.011,6.6463,7.0192,3.9306,7.5439,7.1736,2.9819,5.036,6.5072,10.2928,5.9541,3.148,4,5.146,6.5117,7.4164,3.1012,3.4725,3.6685,4.7408,4.6107
196704,4.5437,4.5818,2.4339,4.8887,5.8309,5.1947,1.7479,5.9702,3.9984,4.7019,4.1487,1.9468,5.5382,6.1805,5.0596,2.9633,3.9227,5.2039,5.4062,6.8291,1.5429,1.0898,2.5153,7.7007,6.5405
196705,0.185,-1.2578,-0.3879,-1.0661,0.1736,-0.6428,-3.1332,-2.1917,-1.4227,-1.155,-0.1854,-2.1151,-3.3519,-1.9062,-3.5603,-4.0432,-3.3198,-1.044,-3.1583,0.6079,-2.8171,-4.2003,-4.314,-5.7059,-6.6729
196706,12.4523,8.339,8.3467,13.4735,16.5637,7.1707,7.45,9.7905,5.9784,8.2256,2.9906,4.9699,7.4648,5.1689,7.669,2.0042,1.3288,4.2812,5.9176,4.4625,1.5906,1.8064,0.3448,1.3506,3.0827
196707,11.465,8.5903,9.0288,8.2607,9.3464,9.4518,8.0841,9.9331,6.1194,9.1542,7.7825,8.1656,5.902,6.0469,4.1744,7.7243,5.5778,4.3819,4.6188,6.6117,8.1622,0.1953,8.2196,3.7067,3.823
196708,1.6572,0.2101,2.4964,0.01,-1.0105,-0.1457,0.9663,-1.5093,-0.2028,-1.4963,2.6005,0.3581,1.2383,0.313,-2.9601,-0.3756,0.4532,0.8906,-1.6974,-1.7936,-0.4903,-1.2981,-1.1272,-0.0908,-1.1372
196709,8.1104,7.2987,7.5917,10.6421,8.2457,4.4963,5.7271,2.8204,4.7578,5.0466,1.2498,2.6451,2.7792,4.1054,4.7034,1.5376,1.3897,3.2107,3.4277,3.09,3.2209,2.6982,2.2038,4.3267,4.3594
196710,-0.9705,-3.2779,-0.2759,-1.7202,-2.3457,-4.9254,-1.5317,-3.5818,-1.6497,-4.5192,-4.8848,-2.2998,-2.4868,-3.4423,-1.8213,-6.3932,-3.678,-2.8475,-5.1342,-5.2678,-5.2896,-3.8347,-3.7205,-2.6797,3.8679
196711,-2.0422,1.9642,-0.7642,0.1241,1.4931,-1.7237,0.3099,1.5353,0.2186,1.9277,-1.4336,-1.838,0.7154,2.2987,1.8516,0.5878,0.1759,1.4074,1.794,1.3189,-1.0912,0.3435,1.3898,-0.1439,2.2882
196712,12.0113,6.5144,8.686,10.6006,10.8591,7.4746,8.5467,4.8345,9.8043,8.0776,3.6371,7.0026,4.543,5.5955,7.7935,5.5804,3.601,3.3036,1.763,2.0471,2.1814,2.7616,1.7483,3.0543,2.5118
196801,5.6885,4.811,4.6111,2.3949,-0.003,3.1607,1.5669,-0.6331,0.5363,-3.4399,3.9185,0.9875,-0.3762,-6.6768,-4.341,1.8884,-2.4099,-3.0376,-5.4857,-7.3073,-2.7952,0.4826,-4.6741,-5.2808,-9.2262
196802,-6.8691,-5.7596,-6.0361,-7.1226,-9.0763,-2.9802,-8.06,-2.6886,-6.7368,-7.451,-3.1439,-2.2533,-3.7795,-5.9216,-6.5786,-2.287,-1.5063,-5.8155,-6.462,-5.3758,-1.449,-2.3008,-2.46,-3.021,-3.3412
196803,-0.0767,-0.3113,-1.4554,-1.3752,-2.1945,0.0807,-1.5806,-2.7711,-0.7552,-0.0662,-2.5286,0.1614,0.7055,1.3247,-0.3049,-2.4219,-0.8368,0.0077,-0.1056,0.5665,-0.7767,-0.5027,0.9079,0.3882,4.4898
196804,18.3905,16.0047,14.2882,18.5188,18.764,12.8421,13.5582,10.2241,14.6591,18.2546,10.6647,10.7442,9.29,15.0305,15.7637,7.9965,8.1419,9.1733,11.7416,14.2478,7.9582,3.8927,7.4321,10.6631,10.9591
196805,11.6132,14.1906,9.1552,10.8074,11.0963,6.4883,7.4386,8.3637,10.6411,9.4186,6.6551,3.0337,3.0295,9.189,7.8852,1.2632,1.6214,2.4479,5.9918,5.1156,0.8756,-0.6726,-0.5166,2.3317,3.7721
196806,0.2125,2.5893,2.1628,0.0105,-0.5281,2.4832,0.4671,0.1017,-1.1239,1.2122,2.1902,3.2786,1.652,-0.4793,-1.6284,4.5472,3.4292,4.1637,-0.1265,-1.8884,1.3292,3.1631,1.3339,-0.058,-0.6202
196807,-1.5416,-2.1989,-4.3986,-3.2715,-4.781,-2.1698,-1.0824,-4.2741,-3.9342,-7.8143,-3.7424,-1.553,-2.9929,-5.3177,-5.4107,-2.9127,-2.0052,-2.3022,-3.728,-5.6427,-0.8185,-1.521,-0.0474,-2.2659,-3.5916
196808,5.5172,3.9511,2.8022,3.3184,4.3453,4.4098,3.6532,2.998,2.7487,2.8108,3.4904,3.2778,2.3967,4.8872,3.5943,3.8817,2.2271,3.2971,0.8843,0.567,1.8979,0.8243,0.8639,1.3424,2.1128
196809,7.4739,5.1741,8.2559,7.9651,8.9103,5.6062,5.0945,6.5735,8.9329,6.825,6.292,3.5395,4.1343,6.6029,9.1121,6.7238,5.9569,3.768,7.246,7.6485,6.9245,3.9045,1.8782,3.0568,2.7766
196810,0.4918,0.1249,0.5717,2.1367,-1.6595,0.5965,-0.4075,1.4511,0.3869,1.6449,1.0651,4.1514,1.7963,3.0093,-1.4619,4.3021,-0.0559,1.0014,0.1249,-0.7963,3.7683,1.2462,2.3079,-1.8245,0.3691
196811,6.2209,6.7064,6.9145,7.3723,7.4587,7.9536,7.4544,8.1124,8.5662,9.8042,8.8615,8.7429,7.2514,7.0901,9.4444,5.6145,7.0593,7.7635,6.2863,8.9587,0.5999,5.6656,5.23,7.8046,4.7549
196812,4.195,-0.6294,-0.3461,0.4856,2.4357,-0.4722,-2.0715,-1.1301,-2.6096,0.3349,-0.9807,-2.4827,-2.8871,-1.6195,-2.368,-1.5439,-4.3068,-3.4542,-3.1888,-3.4294,-2.4733,-4.1844,-4.2808,-4.8479,-4.9367
196901,-0.3602,-1.6028,-0.5019,-1.338,-1.5825,-0.3428,-0.2878,-0.1203,-0.8652,-2.4512,-2.4812,-0.2527,-0.095,-1.853,-3.8214,-1.7301,0.8809,1.19,-0.0595,-2.9878,-1.2551,0.5005,0.5596,-1.971,-2.361
196902,-11.0554,-7.8215,-8.3852,-9.5286,-11.7554,-9.7988,-5.0289,-7.5699,-7.4868,-11.1048,-6.6436,-6.5354,-6.8908,-6.5286,-10.7147,-4.064,-7.4006,-6.429,-6.0975,-8.3835,-3.4351,-4.425,-4.0604,-3.7961,-4.4885
196903,3.2439,2.0907,1.5805,2.7548,3.3894,0.5751,2.9726,3.9957,4.2881,2.2676,2.8182,2.1531,1.3672,2.8703,2.2032,2.3585,2.1067,1.3923,1.5304,3.0774,2.949,2.3545,4.416,5.7694,2.0366
196904,0.3616,0.9801,0.9953,-0.5278,0.0438,1.9088,3.6494,1.5081,0.8166,0.9231,0.7171,3.0955,0.4236,2.4159,0.7874,0.8063,1.6413,0.1336,2.3434,2.068,0.4606,4.6021,1.941,2.2178,2.2532
196905,1.3868,1.4957,0.4095,2.4229,-0.5483,0.12,1.2342,-0.8251,-1.6049,-2.7098,-0.5753,-0.2188,2.0121,0.4253,-1.3161,1.0026,-0.4653,1.7925,-0.3933,-0.2756,-0.566,1.1692,1.0483,0.2149,-0.6847
196906,-13.7871,-11.7977,-12.4876,-13.8574,-14.1893,-12.1766,-9.4689,-11.1422,-11.8522,-10.94,-10.61,-8.5301,-7.4277,-10.9318,-11.6444,-7.3638,-8.6533,-7.7317,-6.7096,-8.9752,-7.0513,-5.0193,-6.2118,-2.3693,-6.0575
196907,-10.1989,-10.7953,-9.0534,-13.3856,-12.1628,-7.0112,-6.808,-8.3343,-8.9087,-11.5782,-5.8216,-6.542,-8.3542,-7.569,-11.9401,-5.9919,-6.8336,-5.5799,-7.4629,-8.5316,-5.8277,-5.2739,-6.8049,-4.5638,-6.3961
196908,2.9355,4.4629,3.8224,5.3369,5.2083,4.0483,3.7063,2.6484,5.7511,7.6719,5.2656,4.4265,5.9981,6.7383,12.4247,3.0862,4.3176,5.7593,5.923,9.5582,4.3274,2.3584,5.5886,5.9503,7.9444
196909,-2.5279,-4.3769,-3.0668,-2.2578,-3.6349,-0.8309,-2.1794,0.6943,0.2492,-0.5525,-1.8015,-0.2778,-0.2326,-1.8418,-1.4801,-0.7976,-3.1874,-1.9371,-1.1639,-1.1417,-5.0334,-2.5382,-2.6815,-2.2758,-3.0239
196910,8.799,9.3513,8.1144,11.8282,12.6391,7.0492,6.9167,7.7556,6.2096,13.0006,10.9172,4.9841,8.194,6.6402,9.6574,7.4194,7.0207,6.7209,5.7213,10.7543,3.4564,4.5687,4.9608,5.2386,4.2011
196911,-6.9597,-6.3179,-4.5284,-6.8358,-8.2491,-3.8098,-4.8968,-5.5601,-2.8065,-5.436,-5.6426,-3.0119,-5.0885,-5.0277,-5.5157,-3.393,-4.5892,-3.602,-3.5062,-2.7794,-4.8825,-2.4861,-3.8353,-1.9161,-1.2914
196912,-10.3445,-6.7241,-4.9788,-6.2826,-7.2401,-8.0717,-5.2634,-4.0516,-4.4088,-5.9312,-2.2769,-3.0799,-3.4672,-1.6588,-3.7417,-1.8836,-2.1342,-2.9768,-0.7296,-1.2598,-3.6543,-2.8475,-0.314,0.7064,-3.1203
197001,-0.0159,-3.5421,-1.8672,-5.1584,-5.4385,-3.1018,-2.2443,-7.3975,-2.7333,-8.7903,-8.0419,-2.8298,-5.0777,-5.8733,-11.1931,-7.4374,-7.8001,-5.7325,-7.4703,-10.7499,-7.3408,-4.933,-8.7797,-9.069,-10.7058
197002,3.6369,4.0819,2.8388,2.125,2.7042,6.4608,5.4326,2.2678,2.7209,4.1416,8.6917,3.3661,5.156,4.4389,3.1723,5.8896,7.4705,5.6205,7.6657,3.2519,8.0607,7.1517,6.6814,4.2234,5.4551
197003,-1.2577,-2.8364,-2.5974,-4.8651,-5.7521,-0.7512,0.1197,-1.5483,-2.4416,-5.1923,0.2814,1.4716,-0.1472,-1.4785,-5.2036,1.5869,1.2171,-0.3072,-0.2341,-3.9428,0.4624,1.9749,0.0846,-1.5836,-2.4702
197004,-16.0903,-16.828,-14.519,-18.0768,-20.3869,-13.857,-10.2626,-12.6553,-17.321,-23.7729,-12.5924,-8.5372,-13.5369,-15.4603,-20.9932,-10.7563,-8.8003,-11.0254,-12.7824,-17.8268,-7.9077,-7.2016,-8.512,-10.1868,-12.2742
197005,-9.0148,-11.0155,-7.3356,-10.3532,-10.2469,-5.3933,-8.276,-11.7565,-11.0443,-14.1502,-8.4062,-7.7454,-9.0991,-9.8489,-14.872,-8.9731,-5.5006,-10.609,-7.8096,-11.1078,-3.0948,-3.9562,-4.0843,-6.9374,-9.1578
197006,-7.1928,-7.4249,-8.0235,-7.4417,-11.1585,-6.2463,-5.613,-4.4345,-8.884,-10.6928,-7.2641,-4.8385,-7.2443,-4.4773,-6.1564,-6.0733,-1.8377,-5.015,-2.776,-7.1643,-4.8566,-4.5243,-3.771,-5.8848,-8.7708
197007,5.4807,4.3934,5.8565,4.6133,4.3811,7.6005,9.217,5.6837,7.2759,7.7356,5.4282,5.9189,7.1245,8.9287,7.0414,11.8619,10.6689,9.7556,6.2972,5.7915,9.1839,9.2699,5.6474,7.4369,5.4344
197008,5.3131,7.0257,7.1366,6.7412,6.4558,6.7638,5.6744,5.7292,9.109,9.5634,6.8313,7.2373,6.3605,5.1861,5.6011,2.4984,4.843,6.1041,7.4051,7.0402,4.4062,6.0266,3.26,4.4404,6.4229
197009,14.7528,10.5814,11.4742,14.4519,19.4672,8.5785,7.6939,11.4697,15.7661,17.7957,6.2033,6.8492,6.5579,9.0397,16.3411,7.047,4.5234,5.2683,5.8001,11.1489,3.4647,1.6815,3.2652,2.556,6.9116
197010,-6.3111,-4.5632,-5.6843,-9.628,-9.651,-3.4858,-5.2719,-6.7966,-5.0645,-5.7331,-3.3089,-3.3794,-2.6013,-5.3473,-7.6756,-3.4502,-3.4919,-3.4853,-3.2678,-4.9599,-1.1928,-0.1036,-0.6647,-1.3116,-1.1567
197011,-1.6059,-0.1532,-1.1237,0.9933,-3.1346,2.4914,4.8637,3.8306,3.4736,0.6782,3.8815,4.3966,4.0003,3.5142,2.6824,4.4221,7.2795,3.9213,6.0239,4.3842,4.316,6.6138,5.3052,4.4555,5.6037
197012,7.7258,12.3568,11.0409,11.4865,8.387,8.3133,8.9524,7.9325,10.6945,7.9136,7.5969,8.1002,8.4747,10.2292,7.287,7.4117,8.4148,10.6027,9.3078,7.1961,7.8441,4.3552,6.0186,6.8346,3.239
197101,16.4456,11.0962,15.4177,14.285,15.4752,13.4256,13.7859,9.8715,10.3471,9.2813,10.1348,10.8972,7.0875,8.4098,8.3116,8.8975,8.2824,7.1772,7.304,6.1113,4.4182,1.4267,4.5257,2.6399,7.6545
197102,4.1857,5.5768,4.3636,4.748,7.5137,1.7504,1.6729,3.4655,3.2433,3.3382,1.6084,2.0699,1.8498,3.3995,3.9445,1.1481,2.3332,2.2815,3.7042,2.4311,3.551,1.6296,-0.088,3.3525,0.9089
197103,6.6242,5.2356,6.1788,6.0243,5.884,4.6694,2.0013,6.6189,6.1982,7.4267,5.2752,4.4818,6.194,4.8417,10.0787,4.0234,3.9972,4.28,5.2331,7.5763,2.9056,2.8748,3.9466,4.9398,6.5565
197104,1.5694,2.0765,2.7971,2.969,1.5362,5.1905,4.2236,4.118,1.1183,1.7636,6.0343,3.1577,4.0789,6.3805,4.8407,4.6757,4.1591,2.899,4.3786,3.0849,4.8679,4.54,1.7398,2.6476,5.1926
197105,-5.7159,-5.896,-4.2397,-6.2956,-7.0838,-2.4153,-3.8372,-7.0169,-6.106,-3.903,-4.0088,-2.3283,-4.0736,-4.8444,-4.9398,-3.6441,-3.0489,-5.463,-2.392,-2.5615,-2.9839,-3.9441,-4.0294,-3.8418,-1.8336
197106,-2.6868,-2.5179,0,-2.3889,-2.5766,-2.3434,-1.602,0.3303,0.7281,1.6084,-2.7786,0.2477,-2.5662,-1.0563,-0.8898,-0.6996,1.3886,-0.3145,-0.0194,1.4897,1.3708,-0.6925,0.3619,1.757,1.871
197107,-6.4139,-4.3764,-6.1945,-7.4914,-8.897,-5.0217,-5.6016,-3.9522,-5.7941,-6.4649,-4.5844,-3.829,-2.6929,-4.4447,-8.1257,-7.3051,-4.0945,-4.4211,-3.3732,-4.172,-4.423,-4.3223,-1.7544,-5.1941,-4.6338
197108,5.1441,3.9479,4.2515,6.5009,2.2385,6.8567,3.7506,3.769,5.9035,5.7294,6.7936,4.8773,3.2941,5.9383,6.3616,5.6114,7.6404,3.8224,3.4129,6.6143,8.8832,7.1629,2.6473,3.1167,3.113
197109,-1.6215,1.1256,-2.2958,1.1934,1.2915,-1.6923,-1.5568,-2.8631,-0.1879,1.1602,-0.2735,-1.8318,0.7165,-0.9203,0.7897,-0.6233,-0.9911,0.0023,-1.1181,1.4579,-1.5236,-0.7595,-0.4724,-0.1927,-0.389
197110,-6.3186,-5.8511,-7.3199,-7.0519,-7.1658,-5.354,-4.5127,-4.2799,-4.736,-5.2948,-6.9941,-6.958,-4.2903,-3.3135,-6.7772,-3.6839,-5.4861,-2.6694,-1.7959,-4.7056,-5.461,-5.6526,-3.9812,-1.8154,-4.364
197111,-4.8981,-4.6954,-5.2116,-3.9266,-4.4817,-2.3117,-1.647,-2.01,-2.7344,-2.3715,-1.2479,-2.303,-1.8631,-1.5196,-2.7539,-0.4067,-2.174,-1.2686,-1.1745,-1.2888,1.6861,-0.5264,0.2742,0.9125,1.2081
